0.0	0.0	0.0	0.0	1.0	100	0.005	0.0
1.0	0.0	0.0	0.0	1.0	100	0.005	0.1
2.0	0.0	0.0	0.0	1.0	100	0.005	0.2
3.0	0.0	0.0	0.0	1.0	100	0.005	0.3
4.0	0.0	0.0	0.0	1.0	100	0.005	0.4
5.0	0.0	0.0	0.0	1.0	100	0.005	0.5
6.0	0.0	0.0	0.0	1.0	100	0.005	0.6
7.0	0.0	0.0	0.0	1.0	100	0.005	0.7
8.0	0.0	0.0	0.0	1.0	100	0.005	0.8
9.0	0.0	0.0	0.0	1.0	100	0.005	0.9
10.0	0.0	0.0	0.0	1.0	100	0.005	1.0
11.0	0.0	0.0	0.0	1.0	100	0.005	1.1
12.0	0.0	0.0	0.0	1.0	100	0.005	1.2
13.0	0.0	0.0	0.0	1.0	100	0.005	1.3
14.0	0.0	0.0	0.0	1.0	100	0.005	1.4
15.0	0.0	0.0	0.0	1.0	100	0.005	1.5
16.0	0.0	0.0	0.0	1.0	100	0.005	1.6
17.0	0.0	0.0	0.0	1.0	100	0.005	1.7
18.0	0.0	0.0	0.0	1.0	100	0.005	1.8
19.0	0.0	0.0	0.0	1.0	100	0.005	1.9
20.0	0.0	0.0	0.0	1.0	100	0.005	2.0
21.0	0.0	0.0	0.0	1.0	100	0.005	2.1
22.0	0.0	0.0	0.0	1.0	100	0.005	2.2
23.0	0.0	0.0	0.0	1.0	100	0.005	2.3
24.0	0.0	0.0	0.0	1.0	100	0.005	2.4
25.0	0.0	0.0	0.0	1.0	100	0.005	2.5
26.0	0.0	0.0	0.0	1.0	100	0.005	2.6
27.0	0.0	0.0	0.0	1.0	100	0.005	2.7
28.0	0.0	0.0	0.0	1.0	100	0.005	2.8
29.0	0.0	0.0	0.0	1.0	100	0.005	2.9
30.0	0.0	0.0	0.0	1.0	100	0.005	3.0
31.0	0.0	0.0	0.0	1.0	100	0.005	3.1
32.0	0.0	0.0	0.0	1.0	100	0.005	3.2
33.0	0.0	0.0	0.0	1.0	100	0.005	3.3
34.0	0.0	0.0	0.0	1.0	100	0.005	3.4
35.0	0.0	0.0	0.0	1.0	100	0.005	3.5
36.0	0.0	0.0	0.0	1.0	100	0.005	3.6
37.0	0.0	0.0	0.0	1.0	100	0.005	3.7
38.0	0.0	0.0	0.0	1.0	100	0.005	3.8
39.0	0.0	0.0	0.0	1.0	100	0.005	3.9
40.0	0.0	0.0	0.0	1.0	100	0.005	4.0
41.0	0.0	0.0	0.0	1.0	100	0.005	4.1
42.0	0.0	0.0	0.0	1.0	100	0.005	4.2
43.0	0.0	0.0	0.0	1.0	100	0.005	4.3
44.0	0.0	0.0	0.0	1.0	100	0.005	4.4
45.0	0.0	0.0	0.0	1.0	100	0.005	4.5
46.0	0.0	0.0	0.0	1.0	100	0.005	4.6
47.0	0.0	0.0	0.0	1.0	100	0.005	4.7
48.0	0.0	0.0	0.0	1.0	100	0.005	4.8
49.0	0.0	0.0	0.0	1.0	100	0.005	4.9
50.0	0.0	0.0	0.0	1.0	100	0.005	5.0
51.0	0.0	0.0	0.0	1.0	100	0.005	5.1
52.0	0.0	0.0	0.0	1.0	100	0.005	5.2
53.0	0.0	0.0	0.0	1.0	100	0.005	5.3
54.0	0.0	0.0	0.0	1.0	100	0.005	5.4
55.0	0.0	0.0	0.0	1.0	100	0.005	5.5
56.0	0.0	0.0	0.0	1.0	100	0.005	5.6
57.0	0.0	0.0	0.0	1.0	100	0.005	5.7
58.0	0.0	0.0	0.0	1.0	100	0.005	5.8
